Date,Site Name,Total Gas Production,Gas Sales
12/15/2020,ENDURANCE 41-29S1UH,811.01,0
12/16/2020,ENDURANCE 41-29S1UH,799.34,0
12/17/2020,ENDURANCE 41-29S1UH,770.66,0
12/18/2020,ENDURANCE 41-29S1UH,765.77,0
12/19/2020,ENDURANCE 41-29S1UH,807.67,0
12/20/2020,ENDURANCE 41-29S1UH,731.14,0
12/21/2020,ENDURANCE 41-29S1UH,596.29,0
12/22/2020,ENDURANCE 41-29S1UH,597.97,0
12/23/2020,ENDURANCE 41-29S1UH,598.62,0
12/24/2020,ENDURANCE 41-29S1UH,593.06,0
12/25/2020,ENDURANCE 41-29S1UH,596.08,0
12/26/2020,ENDURANCE 41-29S1UH,573.74,0
12/27/2020,ENDURANCE 41-29S1UH,603.19,0
12/28/2020,ENDURANCE 41-29S1UH,593.76,0
12/29/2020,ENDURANCE 41-29S1UH,601.33,0
12/30/2020,ENDURANCE 41-29S1UH,600.08,0
12/31/2020,ENDURANCE 41-29S1UH,597.75,0
12/1/2020,ENDURANCE 42-30-1V,79,0
12/2/2020,ENDURANCE 42-30-1V,75,0
12/3/2020,ENDURANCE 42-30-1V,192,0
12/4/2020,ENDURANCE 42-30-1V,394,0
12/5/2020,ENDURANCE 42-30-1V,472,0
12/6/2020,ENDURANCE 42-30-1V,77,0
12/7/2020,ENDURANCE 42-30-1V,49,0
12/8/2020,ENDURANCE 42-30-1V,50,0
12/9/2020,ENDURANCE 42-30-1V,129,0
12/10/2020,ENDURANCE 42-30-1V,69,0
12/11/2020,ENDURANCE 42-30-1V,56,0
12/12/2020,ENDURANCE 42-30-1V,1274,0
12/13/2020,ENDURANCE 42-30-1V,70,0
12/14/2020,ENDURANCE 42-30-1V,50,0
12/15/2020,ENDURANCE 42-30-1V,50,0
12/16/2020,ENDURANCE 42-30-1V,68,0
12/17/2020,ENDURANCE 42-30-1V,84,0
12/18/2020,ENDURANCE 42-30-1V,0,0
12/19/2020,ENDURANCE 42-30-1V,52,0
12/20/2020,ENDURANCE 42-30-1V,87,0
12/21/2020,ENDURANCE 42-30-1V,53,0
12/22/2020,ENDURANCE 42-30-1V,72,0
12/23/2020,ENDURANCE 42-30-1V,60,0
12/24/2020,ENDURANCE 42-30-1V,77,0
12/25/2020,ENDURANCE 42-30-1V,36,0
12/26/2020,ENDURANCE 42-30-1V,74,0
12/27/2020,ENDURANCE 42-30-1V,74,0
12/28/2020,ENDURANCE 42-30-1V,39,0
12/29/2020,ENDURANCE 42-30-1V,90,0
12/30/2020,ENDURANCE 42-30-1V,58,0
12/31/2020,ENDURANCE 42-30-1V,72,0
12/1/2020,ENDURANCE 44-32,159.12,0
12/2/2020,ENDURANCE 44-32,203.13,0
12/3/2020,ENDURANCE 44-32,203.63,0
12/4/2020,ENDURANCE 44-32,214.06,0
12/5/2020,ENDURANCE 44-32,165.41,0
12/6/2020,ENDURANCE 44-32,155.35,0
12/7/2020,ENDURANCE 44-32,165.12,0
12/8/2020,ENDURANCE 44-32,164.86,0
12/9/2020,ENDURANCE 44-32,153.45,0
12/10/2020,ENDURANCE 44-32,169.5,0
12/11/2020,ENDURANCE 44-32,159.74,0
12/12/2020,ENDURANCE 44-32,177.48,0
12/13/2020,ENDURANCE 44-32,192.4,0
12/14/2020,ENDURANCE 44-32,199.76,0
12/15/2020,ENDURANCE 44-32,196.6,0
12/16/2020,ENDURANCE 44-32,192.35,0
12/17/2020,ENDURANCE 44-32,202.39,0
12/18/2020,ENDURANCE 44-32,198.99,0
12/19/2020,ENDURANCE 44-32,206.57,0
12/20/2020,ENDURANCE 44-32,197.28,0
12/21/2020,ENDURANCE 44-32,208.26,0
12/22/2020,ENDURANCE 44-32,208.93,0
12/23/2020,ENDURANCE 44-32,179.96,0
12/24/2020,ENDURANCE 44-32,193.92,0
12/25/2020,ENDURANCE 44-32,171,0
12/26/2020,ENDURANCE 44-32,186.71,0
12/27/2020,ENDURANCE 44-32,163.03,0
12/28/2020,ENDURANCE 44-32,148.43,0
12/29/2020,ENDURANCE 44-32,185.26,0
12/30/2020,ENDURANCE 44-32,200.97,0
12/31/2020,ENDURANCE 44-32,198.09,0
12/1/2020,ENDURANCE UNIT 23-5,136.26,0
12/2/2020,ENDURANCE UNIT 23-5,156.12,0
12/3/2020,ENDURANCE UNIT 23-5,155.38,0
12/4/2020,ENDURANCE UNIT 23-5,144.64,0
12/5/2020,ENDURANCE UNIT 23-5,122.55,0
12/6/2020,ENDURANCE UNIT 23-5,131.5,0
12/7/2020,ENDURANCE UNIT 23-5,134.9,0
12/8/2020,ENDURANCE UNIT 23-5,136.65,0
12/9/2020,ENDURANCE UNIT 23-5,133.86,0
12/10/2020,ENDURANCE UNIT 23-5,132.53,0
12/11/2020,ENDURANCE UNIT 23-5,118.32,0
12/12/2020,ENDURANCE UNIT 23-5,126.75,0
12/13/2020,ENDURANCE UNIT 23-5,149.09,0
12/14/2020,ENDURANCE UNIT 23-5,145.54,0
12/15/2020,ENDURANCE UNIT 23-5,137.32,0
12/16/2020,ENDURANCE UNIT 23-5,114.51,0
12/17/2020,ENDURANCE UNIT 23-5,168.53,0
12/18/2020,ENDURANCE UNIT 23-5,161.65,0
12/19/2020,ENDURANCE UNIT 23-5,148.39,0
12/20/2020,ENDURANCE UNIT 23-5,158.76,0
12/21/2020,ENDURANCE UNIT 23-5,145.11,0
12/22/2020,ENDURANCE UNIT 23-5,155.88,0
12/23/2020,ENDURANCE UNIT 23-5,154.26,0
12/24/2020,ENDURANCE UNIT 23-5,153.27,0
12/25/2020,ENDURANCE UNIT 23-5,153.75,0
12/26/2020,ENDURANCE UNIT 23-5,150.32,0
12/27/2020,ENDURANCE UNIT 23-5,155.34,0
12/28/2020,ENDURANCE UNIT 23-5,153.64,0
12/29/2020,ENDURANCE UNIT 23-5,146.66,0
12/30/2020,ENDURANCE UNIT 23-5,125.15,0
12/31/2020,ENDURANCE UNIT 23-5,126.75,0
12/1/2020,ENDURANCE UNIT 42-5,151,151
12/2/2020,ENDURANCE UNIT 42-5,150,150
12/3/2020,ENDURANCE UNIT 42-5,146,146
12/4/2020,ENDURANCE UNIT 42-5,151,151
12/5/2020,ENDURANCE UNIT 42-5,144,144
12/6/2020,ENDURANCE UNIT 42-5,148,148
12/7/2020,ENDURANCE UNIT 42-5,147,147
12/8/2020,ENDURANCE UNIT 42-5,149,149
12/9/2020,ENDURANCE UNIT 42-5,147,147
12/10/2020,ENDURANCE UNIT 42-5,151,151
12/11/2020,ENDURANCE UNIT 42-5,152,152
12/12/2020,ENDURANCE UNIT 42-5,114,114
12/13/2020,ENDURANCE UNIT 42-5,56,56
12/14/2020,ENDURANCE UNIT 42-5,157,157
12/15/2020,ENDURANCE UNIT 42-5,175,175
12/16/2020,ENDURANCE UNIT 42-5,179,179
12/17/2020,ENDURANCE UNIT 42-5,174,174
12/18/2020,ENDURANCE UNIT 42-5,172,172
12/19/2020,ENDURANCE UNIT 42-5,166,166
12/20/2020,ENDURANCE UNIT 42-5,163,163
12/21/2020,ENDURANCE UNIT 42-5,164,164
12/22/2020,ENDURANCE UNIT 42-5,158,158
12/23/2020,ENDURANCE UNIT 42-5,128,128
12/24/2020,ENDURANCE UNIT 42-5,118,118
12/25/2020,ENDURANCE UNIT 42-5,132,132
12/26/2020,ENDURANCE UNIT 42-5,158,158
12/27/2020,ENDURANCE UNIT 42-5,161,161
12/28/2020,ENDURANCE UNIT 42-5,151,151
12/29/2020,ENDURANCE UNIT 42-5,157,157
12/30/2020,ENDURANCE UNIT 42-5,157,157
12/31/2020,ENDURANCE UNIT 42-5,157,157
12/1/2020,ENDURANCE UNIT 44-29,110.72,0
12/2/2020,ENDURANCE UNIT 44-29,113.48,0
12/3/2020,ENDURANCE UNIT 44-29,115.45,0
12/4/2020,ENDURANCE UNIT 44-29,108.95,0
12/5/2020,ENDURANCE UNIT 44-29,68.28,0
12/6/2020,ENDURANCE UNIT 44-29,108.71,0
12/7/2020,ENDURANCE UNIT 44-29,107.93,0
12/8/2020,ENDURANCE UNIT 44-29,104.23,0
12/9/2020,ENDURANCE UNIT 44-29,123.33,0
12/10/2020,ENDURANCE UNIT 44-29,102.7,0
12/11/2020,ENDURANCE UNIT 44-29,104.11,0
12/12/2020,ENDURANCE UNIT 44-29,104.22,0
12/13/2020,ENDURANCE UNIT 44-29,103.24,0
12/14/2020,ENDURANCE UNIT 44-29,102.83,0
12/15/2020,ENDURANCE UNIT 44-29,60.51,0
12/16/2020,ENDURANCE UNIT 44-29,108.96,0
12/17/2020,ENDURANCE UNIT 44-29,119.91,0
12/18/2020,ENDURANCE UNIT 44-29,106.55,0
12/19/2020,ENDURANCE UNIT 44-29,109.19,0
12/20/2020,ENDURANCE UNIT 44-29,108.31,0
12/21/2020,ENDURANCE UNIT 44-29,106.1,0
12/22/2020,ENDURANCE UNIT 44-29,106.27,0
12/23/2020,ENDURANCE UNIT 44-29,106.89,0
12/24/2020,ENDURANCE UNIT 44-29,114.24,0
12/25/2020,ENDURANCE UNIT 44-29,93.97,0
12/26/2020,ENDURANCE UNIT 44-29,100.54,0
12/27/2020,ENDURANCE UNIT 44-29,97.72,0
12/28/2020,ENDURANCE UNIT 44-29,106.77,0
12/29/2020,ENDURANCE UNIT 44-29,99.19,0
12/30/2020,ENDURANCE UNIT 44-29,30.07,0
12/31/2020,ENDURANCE UNIT 44-29,85.44,0
12/1/2020,FTUN 1495 S08-23V,1910.59,0
12/2/2020,FTUN 1495 S08-23V,1887.69,0
12/3/2020,FTUN 1495 S08-23V,1874.03,0
12/4/2020,FTUN 1495 S08-23V,1875.49,0
12/5/2020,FTUN 1495 S08-23V,1878.43,0
12/6/2020,FTUN 1495 S08-23V,1878.04,0
12/7/2020,FTUN 1495 S08-23V,1876.54,0
12/8/2020,FTUN 1495 S08-23V,1871.97,0
12/9/2020,FTUN 1495 S08-23V,1864.38,0
12/10/2020,FTUN 1495 S08-23V,1861,0
12/11/2020,FTUN 1495 S08-23V,1854.19,0
12/12/2020,FTUN 1495 S08-23V,1842.39,0
12/13/2020,FTUN 1495 S08-23V,1847.08,0
12/14/2020,FTUN 1495 S08-23V,1779.51,0
12/15/2020,FTUN 1495 S08-23V,1700.79,0
12/16/2020,FTUN 1495 S08-23V,1772.99,0
12/17/2020,FTUN 1495 S08-23V,1777.25,0
12/18/2020,FTUN 1495 S08-23V,1792.46,0
12/19/2020,FTUN 1495 S08-23V,1802.41,0
12/20/2020,FTUN 1495 S08-23V,1799.58,0
12/21/2020,FTUN 1495 S08-23V,1804.26,0
12/22/2020,FTUN 1495 S08-23V,1810.51,0
12/23/2020,FTUN 1495 S08-23V,1782.73,0
12/24/2020,FTUN 1495 S08-23V,1928.35,0
12/25/2020,FTUN 1495 S08-23V,1693.15,0
12/26/2020,FTUN 1495 S08-23V,1700.63,0
12/27/2020,FTUN 1495 S08-23V,1710.16,0
12/28/2020,FTUN 1495 S08-23V,1699.79,0
12/29/2020,FTUN 1495 S08-23V,1591.23,0
12/30/2020,FTUN 1495 S08-23V,1651.76,0
12/31/2020,FTUN 1495 S08-23V,1719.88,0
12/1/2020,FTUN 1495 S08-24V,1190.92,0
12/2/2020,FTUN 1495 S08-24V,1176.4,0
12/3/2020,FTUN 1495 S08-24V,1182.03,0
12/4/2020,FTUN 1495 S08-24V,1179.39,0
12/5/2020,FTUN 1495 S08-24V,1173.03,0
12/6/2020,FTUN 1495 S08-24V,1170.45,0
12/7/2020,FTUN 1495 S08-24V,1173.2,0
12/8/2020,FTUN 1495 S08-24V,1173.1,0
12/9/2020,FTUN 1495 S08-24V,1170.01,0
12/10/2020,FTUN 1495 S08-24V,1161.47,0
12/11/2020,FTUN 1495 S08-24V,1162.76,0
12/12/2020,FTUN 1495 S08-24V,1149.41,0
12/13/2020,FTUN 1495 S08-24V,1162.85,0
12/14/2020,FTUN 1495 S08-24V,1161.49,0
12/15/2020,FTUN 1495 S08-24V,1156.25,0
12/16/2020,FTUN 1495 S08-24V,1161.94,0
12/17/2020,FTUN 1495 S08-24V,1164.56,0
12/18/2020,FTUN 1495 S08-24V,1174.53,0
12/19/2020,FTUN 1495 S08-24V,1168.83,0
12/20/2020,FTUN 1495 S08-24V,1167.35,0
12/21/2020,FTUN 1495 S08-24V,1160.47,0
12/22/2020,FTUN 1495 S08-24V,1165.23,0
12/23/2020,FTUN 1495 S08-24V,1160.7,0
12/24/2020,FTUN 1495 S08-24V,1031.34,0
12/25/2020,FTUN 1495 S08-24V,1067.97,0
12/26/2020,FTUN 1495 S08-24V,1154.64,0
12/27/2020,FTUN 1495 S08-24V,1168.94,0
12/28/2020,FTUN 1495 S08-24V,1126.73,0
12/29/2020,FTUN 1495 S08-24V,1085.57,0
12/30/2020,FTUN 1495 S08-24V,1140.48,0
12/31/2020,FTUN 1495 S08-24V,1173.17,0
12/1/2020,FTUN 1495 S17-02V,1503.82,0
12/2/2020,FTUN 1495 S17-02V,1486.66,0
12/3/2020,FTUN 1495 S17-02V,1481.81,0
12/4/2020,FTUN 1495 S17-02V,1483.08,0
12/5/2020,FTUN 1495 S17-02V,1482.44,0
12/6/2020,FTUN 1495 S17-02V,1481.4,0
12/7/2020,FTUN 1495 S17-02V,1478.4,0
12/8/2020,FTUN 1495 S17-02V,1475.17,0
12/9/2020,FTUN 1495 S17-02V,1470.96,0
12/10/2020,FTUN 1495 S17-02V,1470.97,0
12/11/2020,FTUN 1495 S17-02V,1465.18,0
12/12/2020,FTUN 1495 S17-02V,1461.18,0
12/13/2020,FTUN 1495 S17-02V,1465.47,0
12/14/2020,FTUN 1495 S17-02V,1458.45,0
12/15/2020,FTUN 1495 S17-02V,1456.58,0
12/16/2020,FTUN 1495 S17-02V,1462.03,0
12/17/2020,FTUN 1495 S17-02V,1461.77,0
12/18/2020,FTUN 1495 S17-02V,1474.28,0
12/19/2020,FTUN 1495 S17-02V,1468.8,0
12/20/2020,FTUN 1495 S17-02V,1460.67,0
12/21/2020,FTUN 1495 S17-02V,1458.48,0
12/22/2020,FTUN 1495 S17-02V,1466.34,0
12/23/2020,FTUN 1495 S17-02V,1465.76,0
12/24/2020,FTUN 1495 S17-02V,1333.11,0
12/25/2020,FTUN 1495 S17-02V,1427.1,0
12/26/2020,FTUN 1495 S17-02V,1466.45,0
12/27/2020,FTUN 1495 S17-02V,1472.06,0
12/28/2020,FTUN 1495 S17-02V,1449.79,0
12/29/2020,FTUN 1495 S17-02V,1376.25,0
12/30/2020,FTUN 1495 S17-02V,1429.21,0
12/31/2020,FTUN 1495 S17-02V,1470.15,0
12/1/2020,FTUN 1495 S17-03V,1452.23,0
12/2/2020,FTUN 1495 S17-03V,1438.1,0
12/3/2020,FTUN 1495 S17-03V,1431.81,0
12/4/2020,FTUN 1495 S17-03V,1430.75,0
12/5/2020,FTUN 1495 S17-03V,1429.73,0
12/6/2020,FTUN 1495 S17-03V,1427.23,0
12/7/2020,FTUN 1495 S17-03V,1425.48,0
12/8/2020,FTUN 1495 S17-03V,1426.22,0
12/9/2020,FTUN 1495 S17-03V,1322.64,0
12/10/2020,FTUN 1495 S17-03V,1420.18,0
12/11/2020,FTUN 1495 S17-03V,1415.69,0
12/12/2020,FTUN 1495 S17-03V,1405.43,0
12/13/2020,FTUN 1495 S17-03V,1411.42,0
12/14/2020,FTUN 1495 S17-03V,1403.88,0
12/15/2020,FTUN 1495 S17-03V,1395.62,0
12/16/2020,FTUN 1495 S17-03V,1406.05,0
12/17/2020,FTUN 1495 S17-03V,1407.49,0
12/18/2020,FTUN 1495 S17-03V,1419.54,0
12/19/2020,FTUN 1495 S17-03V,1421.58,0
12/20/2020,FTUN 1495 S17-03V,1413.35,0
12/21/2020,FTUN 1495 S17-03V,1408.68,0
12/22/2020,FTUN 1495 S17-03V,1422.14,0
12/23/2020,FTUN 1495 S17-03V,1416.82,0
12/24/2020,FTUN 1495 S17-03V,1407.56,0
12/25/2020,FTUN 1495 S17-03V,1380.94,0
12/26/2020,FTUN 1495 S17-03V,1413.53,0
12/27/2020,FTUN 1495 S17-03V,1427.91,0
12/28/2020,FTUN 1495 S17-03V,1400.85,0
12/29/2020,FTUN 1495 S17-03V,1318.01,0
12/30/2020,FTUN 1495 S17-03V,1371.92,0
12/31/2020,FTUN 1495 S17-03V,1414.99,0
12/1/2020,POLAR BAR 2,256.7,0
12/2/2020,POLAR BAR 2,248.5,0
12/3/2020,POLAR BAR 2,255.32,0
12/4/2020,POLAR BAR 2,246.1,0
12/5/2020,POLAR BAR 2,248.23,0
12/6/2020,POLAR BAR 2,252.45,0
12/7/2020,POLAR BAR 2,250.69,0
12/8/2020,POLAR BAR 2,258.59,0
12/9/2020,POLAR BAR 2,249.33,0
12/10/2020,POLAR BAR 2,256.72,0
12/11/2020,POLAR BAR 2,247.8,0
12/12/2020,POLAR BAR 2,253.29,0
12/13/2020,POLAR BAR 2,256.35,0
12/14/2020,POLAR BAR 2,253.21,0
12/15/2020,POLAR BAR 2,254.65,0
12/16/2020,POLAR BAR 2,250.63,0
12/17/2020,POLAR BAR 2,255.7,0
12/18/2020,POLAR BAR 2,255.94,0
12/19/2020,POLAR BAR 2,254.79,0
12/20/2020,POLAR BAR 2,247.29,0
12/21/2020,POLAR BAR 2,254.22,0
12/22/2020,POLAR BAR 2,258.47,0
12/23/2020,POLAR BAR 2,254.79,0
12/24/2020,POLAR BAR 2,246.59,0
12/25/2020,POLAR BAR 2,250.23,0
12/26/2020,POLAR BAR 2,252.92,0
12/27/2020,POLAR BAR 2,247.74,0
12/28/2020,POLAR BAR 2,233.91,0
12/29/2020,POLAR BAR 2,238.2,0
12/30/2020,POLAR BAR 2,238.34,0
12/31/2020,POLAR BAR 2,241.66,0
12/1/2020,POWDER MOUNTAIN UNIT 34-26X,35.28,35.28
12/2/2020,POWDER MOUNTAIN UNIT 34-26X,74.54,74.54
12/3/2020,POWDER MOUNTAIN UNIT 34-26X,94.33,94.33
12/4/2020,POWDER MOUNTAIN UNIT 34-26X,67.34,67.34
12/5/2020,POWDER MOUNTAIN UNIT 34-26X,55.34,55.34
12/6/2020,POWDER MOUNTAIN UNIT 34-26X,54.92,54.92
12/7/2020,POWDER MOUNTAIN UNIT 34-26X,64.44,64.44
12/8/2020,POWDER MOUNTAIN UNIT 34-26X,83.6,83.6
12/9/2020,POWDER MOUNTAIN UNIT 34-26X,58.57,58.57
12/10/2020,POWDER MOUNTAIN UNIT 34-26X,43.1,43.1
12/11/2020,POWDER MOUNTAIN UNIT 34-26X,51.81,51.81
12/12/2020,POWDER MOUNTAIN UNIT 34-26X,111.46,111.46
12/13/2020,POWDER MOUNTAIN UNIT 34-26X,43.45,43.45
12/14/2020,POWDER MOUNTAIN UNIT 34-26X,33.7,33.7
12/15/2020,POWDER MOUNTAIN UNIT 34-26X,22.81,22.81
12/16/2020,POWDER MOUNTAIN UNIT 34-26X,11.11,11.11
12/17/2020,POWDER MOUNTAIN UNIT 34-26X,9.19,9.19
12/18/2020,POWDER MOUNTAIN UNIT 34-26X,0.14,0.14
12/19/2020,POWDER MOUNTAIN UNIT 34-26X,63.57,63.57
12/20/2020,POWDER MOUNTAIN UNIT 34-26X,70.16,70.16
12/21/2020,POWDER MOUNTAIN UNIT 34-26X,78.18,78.18
12/22/2020,POWDER MOUNTAIN UNIT 34-26X,85.44,85.44
12/23/2020,POWDER MOUNTAIN UNIT 34-26X,66.9,66.9
12/24/2020,POWDER MOUNTAIN UNIT 34-26X,54.46,54.46
12/25/2020,POWDER MOUNTAIN UNIT 34-26X,77.54,77.54
12/26/2020,POWDER MOUNTAIN UNIT 34-26X,68.73,68.73
12/27/2020,POWDER MOUNTAIN UNIT 34-26X,54.82,54.82
12/28/2020,POWDER MOUNTAIN UNIT 34-26X,98.18,98.18
12/29/2020,POWDER MOUNTAIN UNIT 34-26X,42.34,42.34
12/30/2020,POWDER MOUNTAIN UNIT 34-26X,0.22,0.22
12/31/2020,POWDER MOUNTAIN UNIT 34-26X,35.69,35.69
12/1/2020,WEST SLOPE UNIT 33-32,85.33,0
12/2/2020,WEST SLOPE UNIT 33-32,80.89,0
12/3/2020,WEST SLOPE UNIT 33-32,81.06,0
12/4/2020,WEST SLOPE UNIT 33-32,75.95,0
12/5/2020,WEST SLOPE UNIT 33-32,79.84,0
12/6/2020,WEST SLOPE UNIT 33-32,85.63,0
12/7/2020,WEST SLOPE UNIT 33-32,82.81,0
12/8/2020,WEST SLOPE UNIT 33-32,82.16,0
12/9/2020,WEST SLOPE UNIT 33-32,95.14,0
12/10/2020,WEST SLOPE UNIT 33-32,85.39,0
12/11/2020,WEST SLOPE UNIT 33-32,80.31,0
12/12/2020,WEST SLOPE UNIT 33-32,86.54,0
12/13/2020,WEST SLOPE UNIT 33-32,87.56,0
12/14/2020,WEST SLOPE UNIT 33-32,86.01,0
12/15/2020,WEST SLOPE UNIT 33-32,84.18,0
12/16/2020,WEST SLOPE UNIT 33-32,84.61,0
12/17/2020,WEST SLOPE UNIT 33-32,81.99,0
12/18/2020,WEST SLOPE UNIT 33-32,65.85,0
12/19/2020,WEST SLOPE UNIT 33-32,55.34,0
12/20/2020,WEST SLOPE UNIT 33-32,87.19,0
12/21/2020,WEST SLOPE UNIT 33-32,76.6,0
12/22/2020,WEST SLOPE UNIT 33-32,83.49,0
12/23/2020,WEST SLOPE UNIT 33-32,77.51,0
12/24/2020,WEST SLOPE UNIT 33-32,76.84,0
12/25/2020,WEST SLOPE UNIT 33-32,33.78,0
12/26/2020,WEST SLOPE UNIT 33-32,53.39,0
12/27/2020,WEST SLOPE UNIT 33-32,64.5,0
12/28/2020,WEST SLOPE UNIT 33-32,82.52,0
12/29/2020,WEST SLOPE UNIT 33-32,91.18,0
12/30/2020,WEST SLOPE UNIT 33-32,91.99,0
12/31/2020,WEST SLOPE UNIT 33-32,93.91,0
